,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
551484,1995,4,12,22,5,1995-12-22,US,20355,US,N808US,705,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1400,1404.0,4.0,4.0,0.0,0.0,1400-1459,12.0,1416.0,1759.0,17.0,1805,1816.0,11.0,11.0,0.0,0.0,1800-1859,0.0,,0.0,185.0,192.0,163.0,1.0,1302.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33267,1992,4,10,25,7,1992-10-25,DL,19790,DL,,1717,12992,1299201,32600,LIT,"Little Rock, AR",AR,5.0,Arkansas,71,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,615,615.0,0.0,0.0,0.0,0.0,0600-0659,,,,,720,714.0,-6.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,65.0,59.0,,1.0,304.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494759,2000,3,7,11,2,2000-07-11,DL,19790,DL,N420DA,1032,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,900,900.0,0.0,0.0,0.0,0.0,0900-0959,10.0,910.0,1139.0,5.0,1147,1144.0,-3.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,107.0,104.0,89.0,1.0,689.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667304,2015,4,11,27,5,2015-11-27,UA,19977,UA,N420UA,434,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1742,1740.0,-2.0,0.0,0.0,-1.0,1700-1759,22.0,1802.0,2027.0,8.0,2043,2035.0,-8.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,181.0,175.0,145.0,1.0,937.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765666,2005,1,2,22,2,2005-02-22,UA,19977,UA,N792UA,149,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1455,1505.0,10.0,10.0,0.0,0.0,1400-1459,12.0,1517.0,1713.0,2.0,1726,1715.0,-11.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,271.0,250.0,236.0,1.0,1846.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77206,1996,4,10,20,7,1996-10-20,HP,19991,HP,N313AW,2127,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,2324,2335.0,11.0,11.0,0.0,0.0,2300-2359,25.0,,417.0,9.0,413,426.0,13.0,13.0,0.0,0.0,0001-0559,0.0,,0.0,169.0,171.0,137.0,1.0,1222.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954392,1995,3,8,31,4,1995-08-31,UA,19977,UA,N315UA,1788,14893,1489301,33192,SMF,"Sacramento, CA",CA,6.0,California,91,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1305,1314.0,9.0,9.0,0.0,0.0,1300-1359,14.0,1328.0,1851.0,4.0,1904,1855.0,-9.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,239.0,221.0,203.0,1.0,1781.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992548,2019,1,3,28,4,2019-03-28,YV,20378,YV,N955LR,5807,11695,1169502,31695,FLG,"Flagstaff, AZ",AZ,4.0,Arizona,81,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1333,1323.0,-10.0,0.0,0.0,-1.0,1300-1359,10.0,1333.0,1402.0,6.0,1432,1408.0,-24.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,59.0,45.0,29.0,1.0,119.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602309,2003,2,6,3,2,2003-06-03,DL,19790,DL,N935DL,578,10599,1059902,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1530,1521.0,-9.0,0.0,0.0,-1.0,1500-1559,18.0,1539.0,1716.0,9.0,1727,1725.0,-2.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,57.0,64.0,37.0,1.0,134.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546944,2015,1,1,8,4,2015-01-08,HA,19690,HA,N486HA,216,12173,1217302,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,13830,1383002,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,1341,1340.0,-1.0,0.0,0.0,-1.0,1300-1359,12.0,1352.0,1413.0,14.0,1420,1427.0,7.0,7.0,0.0,0.0,1400-1459,0.0,,0.0,39.0,47.0,21.0,1.0,100.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820863,1993,3,9,9,4,1993-09-09,US,20355,US,,1562,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,12223,1222301,32223,HTS,"Ashland, WV",WV,54.0,West Virginia,39,1655,1653.0,-2.0,0.0,0.0,-1.0,1600-1659,,,,,1744,1744.0,0.0,0.0,0.0,0.0,1700-1759,0.0,,0.0,49.0,51.0,,1.0,192.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256623,2006,4,10,24,2,2006-10-24,NW,19386,NW,N372NB,595,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1430,1428.0,-2.0,0.0,0.0,-1.0,1400-1459,13.0,1441.0,1612.0,11.0,1607,1623.0,16.0,16.0,1.0,1.0,1600-1659,0.0,,0.0,157.0,175.0,151.0,1.0,931.0,4,0.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044773,2002,2,6,29,6,2002-06-29,MQ,20398,MQ,N392MQ,3549,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,10155,1015501,30155,ACT,"Waco, TX",TX,48.0,Texas,74,941,930.0,-11.0,0.0,0.0,-1.0,0900-0959,20.0,950.0,1019.0,6.0,1029,1025.0,-4.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,48.0,55.0,29.0,1.0,89.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256935,2019,4,11,15,5,2019-11-15,DL,19790,DL,N356NW,2139,12478,1247805,31703,JFK,"New York, NY",NY,36.0,New York,22,10397,1039707,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1140,1139.0,-1.0,0.0,0.0,-1.0,1100-1159,28.0,1207.0,1358.0,6.0,1411,1404.0,-7.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,151.0,145.0,111.0,1.0,760.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744127,1994,1,1,20,4,1994-01-20,DL,19790,DL,,361,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,15024,1502403,34945,STT,"Charlotte Amalie, VI",VI,78.0,U.S. Virgin Islands,4,1036,1051.0,15.0,15.0,1.0,1.0,1000-1059,,,,,1510,1504.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,214.0,193.0,,1.0,1599.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196837,1989,2,4,21,5,1989-04-21,US,20355,US,,25,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1010,1011.0,1.0,1.0,0.0,0.0,1000-1059,,,,,1210,1203.0,-7.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,300.0,292.0,,1.0,2136.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544738,1988,3,7,12,2,1988-07-12,UA,19977,UA,,69,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1100,1059.0,-1.0,0.0,0.0,-1.0,1100-1159,,,,,1212,1219.0,7.0,7.0,0.0,0.0,1200-1259,0.0,,0.0,132.0,140.0,,1.0,733.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446743,2008,1,3,18,2,2008-03-18,9E,20363,9E,84449E,4791,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,12339,1233903,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,1435,1433.0,-2.0,0.0,0.0,-1.0,1400-1459,14.0,1447.0,1612.0,8.0,1635,1620.0,-15.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,120.0,107.0,85.0,1.0,499.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638282,2000,4,11,1,3,2000-11-01,NW,19386,NW,N308US,693,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1225,1221.0,-4.0,0.0,0.0,-1.0,1200-1259,18.0,1239.0,1412.0,11.0,1428,1423.0,-5.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,183.0,182.0,153.0,1.0,987.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985318,2014,4,12,11,4,2014-12-11,WN,19393,WN,N233LV,401,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1540,1600.0,20.0,20.0,1.0,1.0,1500-1559,8.0,1608.0,1754.0,5.0,1750,1759.0,9.0,9.0,0.0,0.0,1700-1759,0.0,,0.0,190.0,179.0,166.0,1.0,1180.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232980,1988,1,3,28,1,1988-03-28,UA,19977,UA,,356,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,800,949.0,109.0,109.0,1.0,7.0,0800-0859,,,,,1128,1337.0,129.0,129.0,1.0,8.0,1100-1159,0.0,,0.0,148.0,168.0,,1.0,956.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102371,2002,3,9,7,6,2002-09-07,HP,19991,HP,N827AW,694,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,845,933.0,48.0,48.0,1.0,3.0,0800-0859,12.0,945.0,1632.0,4.0,1557,1636.0,39.0,39.0,1.0,2.0,1500-1559,0.0,,0.0,252.0,243.0,227.0,1.0,1996.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548812,1997,4,12,12,5,1997-12-12,CO,19704,CO,N16807,226,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,755,805.0,10.0,10.0,0.0,0.0,0700-0759,16.0,821.0,915.0,4.0,903,919.0,16.0,16.0,1.0,1.0,0900-0959,0.0,,0.0,68.0,74.0,54.0,1.0,314.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493033,2013,1,3,29,5,2013-03-29,AA,19805,AA,N3GJAA,1208,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1240,1237.0,-3.0,0.0,0.0,-1.0,1200-1259,10.0,1247.0,1708.0,8.0,1715,1716.0,1.0,1.0,0.0,0.0,1700-1759,0.0,,0.0,215.0,219.0,201.0,1.0,1562.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309862,2017,2,6,18,7,2017-06-18,AA,19805,AA,N3MMAA,134,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,33,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,2025,2055.0,30.0,30.0,1.0,2.0,2000-2059,16.0,2111.0,1.0,10.0,2352,11.0,19.0,19.0,1.0,1.0,2300-2359,0.0,,0.0,387.0,376.0,350.0,1.0,2724.0,11,0.0,0.0,0.0,0.0,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556666,2019,1,3,18,1,2019-03-18,WN,19393,WN,N8555Z,2441,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1515,1541.0,26.0,26.0,1.0,1.0,1500-1559,21.0,1602.0,1634.0,3.0,1615,1637.0,22.0,22.0,1.0,1.0,1600-1659,0.0,,0.0,60.0,56.0,32.0,1.0,148.0,1,1.0,0.0,0.0,0.0,21.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623357,1992,3,9,9,3,1992-09-09,US,20355,US,,1141,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,800,800.0,0.0,0.0,0.0,0.0,0800-0859,,,,,915,911.0,-4.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,75.0,71.0,,1.0,200.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617035,2000,2,6,26,1,2000-06-26,NW,19386,NW,N157US,945,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,755,752.0,-3.0,0.0,0.0,-1.0,0700-0759,20.0,812.0,946.0,5.0,957,951.0,-6.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,182.0,179.0,154.0,1.0,1124.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935584,2012,3,8,20,1,2012-08-20,EV,20366,EV,N741EV,5590,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,11537,1153703,31537,ELM,"Elmira/Corning, NY",NY,36.0,New York,22,1546,1542.0,-4.0,0.0,0.0,-1.0,1500-1559,14.0,1556.0,1643.0,4.0,1654,1647.0,-7.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,68.0,65.0,47.0,1.0,332.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510905,1997,4,12,29,1,1997-12-29,NW,19386,NW,N95S,1709,15412,1541201,35412,TYS,"Knoxville, TN",TN,47.0,Tennessee,54,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1230,,,,,,1200-1259,,,,,1247,,,,,,1200-1259,1.0,,0.0,77.0,,,1.0,342.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147902,2007,4,11,27,2,2007-11-27,UA,19977,UA,N542UA,1235,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,835,836.0,1.0,1.0,0.0,0.0,0800-0859,12.0,848.0,948.0,9.0,1005,957.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,150.0,141.0,120.0,1.0,862.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584220,2009,2,5,16,6,2009-05-16,FL,20437,FL,N169AT,198,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,10874,1087401,30647,CAK,"Akron, OH",OH,39.0,Ohio,44,1333,1532.0,119.0,119.0,1.0,7.0,1300-1359,16.0,1548.0,1704.0,5.0,1506,1709.0,123.0,123.0,1.0,8.0,1500-1559,0.0,,0.0,93.0,97.0,76.0,1.0,528.0,3,0.0,0.0,4.0,0.0,119.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219700,1999,4,11,25,4,1999-11-25,DL,19790,DL,N506DA,2170,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1415,1509.0,54.0,54.0,1.0,3.0,1400-1459,16.0,1525.0,2017.0,4.0,1930,2021.0,51.0,51.0,1.0,3.0,1900-1959,0.0,,0.0,195.0,192.0,172.0,1.0,1449.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026820,2018,3,8,23,4,2018-08-23,B6,20409,B6,N190JB,682,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,2039,2024.0,-15.0,0.0,0.0,-1.0,2000-2059,11.0,2035.0,2145.0,6.0,2210,2151.0,-19.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,91.0,87.0,70.0,1.0,474.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099874,2005,2,5,4,3,2005-05-04,TZ,20312,TZ,N560TZ,4430,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,1905,1904.0,-1.0,0.0,0.0,-1.0,1900-1959,18.0,1922.0,2007.0,9.0,2024,2016.0,-8.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,139.0,132.0,105.0,1.0,828.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648825,2014,4,12,22,1,2014-12-22,F9,20436,F9,N214FR,1069,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,13930,1393003,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1105,1232.0,87.0,87.0,1.0,5.0,1100-1159,12.0,1244.0,1323.0,18.0,1205,1341.0,96.0,96.0,1.0,6.0,1200-1259,0.0,,0.0,120.0,129.0,99.0,1.0,606.0,3,0.0,0.0,20.0,0.0,76.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150288,2000,1,3,30,4,2000-03-30,WN,19393,WN,N623,592,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,10800,1080001,32575,BUR,"Burbank, CA",CA,6.0,California,91,2130,2130.0,0.0,0.0,0.0,0.0,2100-2159,5.0,2135.0,2221.0,4.0,2225,2225.0,0.0,0.0,0.0,0.0,2200-2259,0.0,,0.0,55.0,55.0,46.0,1.0,223.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311057,1988,4,11,24,4,1988-11-24,HP,19991,HP,,1085,11695,1169501,31695,FLG,"Flagstaff, AZ",AZ,4.0,Arizona,81,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1300,,,,,,1300-1359,,,,,1340,,,,,,1300-1359,1.0,,0.0,40.0,,,1.0,119.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405242,2003,1,1,20,1,2003-01-20,MQ,20398,MQ,N268MQ,3672,10155,1015501,30155,ACT,"Waco, TX",TX,48.0,Texas,74,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1550,1550.0,0.0,0.0,0.0,0.0,1500-1559,7.0,1557.0,1626.0,4.0,1642,1630.0,-12.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,52.0,40.0,29.0,1.0,89.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75266,2018,2,5,4,5,2018-05-04,WN,19393,WN,N497WN,1075,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,11884,1188402,31884,GEG,"Spokane, WA",WA,53.0,Washington,93,1435,1436.0,1.0,1.0,0.0,0.0,1400-1459,10.0,1446.0,1701.0,4.0,1710,1705.0,-5.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,155.0,149.0,135.0,1.0,1020.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710070,2005,4,10,3,1,2005-10-03,DL,19790,DL,N3758Y,1136,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1255,1253.0,-2.0,0.0,0.0,-1.0,1200-1259,17.0,1310.0,1525.0,4.0,1543,1529.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,108.0,96.0,75.0,1.0,599.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950616,1998,4,11,15,7,1998-11-15,WN,19393,WN,N320,1347,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,710,710.0,0.0,0.0,0.0,0.0,0700-0759,11.0,721.0,813.0,3.0,825,816.0,-9.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,75.0,66.0,52.0,1.0,387.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543854,1994,1,3,14,1,1994-03-14,UA,19977,UA,,1404,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,630,633.0,3.0,3.0,0.0,0.0,0600-0659,,,,,741,741.0,0.0,0.0,0.0,0.0,0700-0759,0.0,,0.0,71.0,68.0,,1.0,337.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493976,1994,3,7,23,6,1994-07-23,TW,20211,TW,,658,12992,1299201,32600,LIT,"Little Rock, AR",AR,5.0,Arkansas,71,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1130,1129.0,-1.0,0.0,0.0,-1.0,1100-1159,,,,,1242,1233.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,72.0,64.0,,1.0,296.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340154,2013,3,9,16,1,2013-09-16,AA,19805,AA,N559AA,357,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14683,1468303,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,1520,1514.0,-6.0,0.0,0.0,-1.0,1500-1559,10.0,1524.0,1610.0,7.0,1625,1617.0,-8.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,65.0,63.0,46.0,1.0,247.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353443,1989,2,4,2,7,1989-04-02,US,20355,US,,340,12391,1239101,31703,ISP,"Islip, NY",NY,36.0,New York,22,10257,1025701,30257,ALB,"Albany, NY",NY,36.0,New York,22,945,946.0,1.0,1.0,0.0,0.0,0900-0959,,,,,1025,1027.0,2.0,2.0,0.0,0.0,1000-1059,0.0,,0.0,40.0,41.0,,1.0,139.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590933,2019,4,12,27,5,2019-12-27,WN,19393,WN,N7747C,851,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,10821,1082106,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1835,1851.0,16.0,16.0,1.0,1.0,1800-1859,9.0,1900.0,1946.0,4.0,1935,1950.0,15.0,15.0,1.0,1.0,1900-1959,0.0,,0.0,60.0,59.0,46.0,1.0,255.0,2,7.0,0.0,0.0,0.0,8.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
